,chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
803,11.0,16000001,16500000,500000,111,0.35076,0.997661,1.83865154856471,3.57204427945445,True,True,60.370329596518296,46.0,,2,2,SA1015-A95736A-R03-C04,False
804,11.0,16500001,17000000,500000,69,0.413674,0.991522,0.985714558149098,1.9149990934171497,True,True,69.9999806531853,46.0,,2,2,SA1015-A95736A-R03-C04,False
805,11.0,17000001,17500000,500000,51,0.439312,0.99287,0.6795648828462679,1.32022614844235,True,True,75.0480215905113,46.0,,2,2,SA1015-A95736A-R03-C04,False
806,11.0,17500001,18000000,500000,137,0.467602,0.999924,1.68359542649744,3.2708086623756496,True,True,81.37346885350921,46.0,,2,2,SA1015-A95736A-R03-C04,False
807,11.0,18000001,18500000,500000,84,0.41668,0.996368,1.19050699167723,2.31286003734139,True,True,70.5581744477265,46.0,,2,2,SA1015-A95736A-R03-C04,False
808,11.0,18500001,19000000,500000,70,0.431766,0.992536,0.952450216805918,1.85037472220474,True,True,73.49465490673929,46.0,,2,2,SA1015-A95736A-R03-C04,False
809,11.0,19000001,19500000,500000,103,0.419684,0.995039,1.44815599648362,2.81340819963142,True,True,71.1249342267701,46.0,,2,2,SA1015-A95736A-R03-C04,False
810,11.0,19500001,20000000,500000,79,0.446228,0.995876,1.03239345073156,2.0056846131126203,True,True,76.5212138298822,46.0,,2,2,SA1015-A95736A-R03-C04,False
811,11.0,20000001,20500000,500000,118,0.41072,0.999673,1.6988155903244702,3.30037766862546,True,True,69.4601584021618,46.0,,2,2,SA1015-A95736A-R03-C04,False
812,11.0,20500001,21000000,500000,85,0.40876,0.993532,1.22998114531436,2.38954853484158,True,True,69.1067503951661,46.0,,2,2,SA1015-A95736A-R03-C04,False
813,11.0,21000001,21500000,500000,56,0.376646,0.997782,0.8769462590544329,1.703689244702,True,True,63.8579609888318,46.0,,2,2,SA1015-A95736A-R03-C04,False
814,11.0,21500001,22000000,500000,66,0.365926,0.994052,1.05882632870593,2.05703714406475,True,True,62.333168538284596,46.0,,2,2,SA1015-A95736A-R03-C04,False
815,11.0,22000001,22500000,500000,99,0.365516,0.989842,1.58966914405194,3.0883331736612303,True,True,62.2771099070697,46.0,,2,2,SA1015-A95736A-R03-C04,False
816,11.0,22500001,23000000,500000,60,0.362802,0.989232,0.9691452221085368,1.8828089799265104,True,True,61.910226281114,46.0,,2,2,SA1015-A95736A-R03-C04,False
817,11.0,23000001,23500000,500000,26,0.362604,0.982432,0.420142635333458,0.816233015042644,True,True,61.8837456935651,46.0,,2,2,SA1015-A95736A-R03-C04,False
818,11.0,23500001,24000000,500000,50,0.357006,0.996969,0.8176463900459631,1.58848429571128,True,True,61.1511291539969,46.0,,2,2,SA1015-A95736A-R03-C04,False
819,11.0,24000001,24500000,500000,54,0.354614,0.983707,0.887463883851881,1.72412238306391,True,True,60.8475465678924,46.0,,2,2,SA1015-A95736A-R03-C04,False
820,11.0,24500001,25000000,500000,56,0.350774,0.99562,0.927581761870545,1.80206147750097,True,True,60.372036516836395,46.0,,2,2,SA1015-A95736A-R03-C04,False
821,11.0,25000001,25500000,500000,70,0.348066,0.991407,1.1657829874557,2.2648274245748903,True,True,60.0454808083741,46.0,,2,2,SA1015-A95736A-R03-C04,False
822,11.0,25500001,26000000,500000,70,0.356908,0.990403,1.144939903199,2.2243344774781697,True,True,61.1385801162296,46.0,,2,2,SA1015-A95736A-R03-C04,False
823,11.0,26000001,26500000,500000,108,0.360712,0.993825,1.7523174994833002,3.40431861855688,True,True,61.6326664727398,46.0,,2,2,SA1015-A95736A-R03-C04,False
824,11.0,26500001,27000000,500000,55,0.367116,0.993574,0.8800448070563771,1.70970895554585,True,True,62.496817842681295,46.0,,2,2,SA1015-A95736A-R03-C04,False
825,11.0,27000001,27500000,500000,59,0.391532,0.993586,0.891723459948384,1.73239768375386,True,True,66.1640100883015,46.0,,2,2,SA1015-A95736A-R03-C04,False
826,11.0,27500001,28000000,500000,58,0.400928,0.994432,0.8563094254632551,1.66359699153257,True,True,67.73252550457751,46.0,,2,2,SA1015-A95736A-R03-C04,False
827,11.0,28000001,28500000,500000,51,0.358554,0.987549,0.8312875227625028,1.6149856358501598,True,True,61.350614081778495,46.0,,2,2,SA1015-A95736A-R03-C04,False
828,11.0,28500001,29000000,500000,73,0.374358,0.997355,1.14919060344713,2.23259253459448,True,True,63.5229698024225,46.0,,2,2,SA1015-A95736A-R03-C04,False
829,11.0,29000001,29500000,500000,55,0.360254,0.990267,0.893257077558928,1.7353771226893702,True,True,61.572420058851,46.0,,2,2,SA1015-A95736A-R03-C04,False
830,11.0,29500001,30000000,500000,47,0.370942,0.992677,0.7456474263697951,1.44860815304201,True,True,63.0324712965493,46.0,,2,2,SA1015-A95736A-R03-C04,False
831,11.0,30000001,30500000,500000,117,0.386378,0.992259,1.7906129655136398,3.4787172181553103,True,True,65.3407532802255,46.0,,2,2,SA1015-A95736A-R03-C04,False
832,11.0,30500001,31000000,500000,64,0.381614,0.995852,0.990663279357434,1.92461323226616,True,True,64.6031818616632,46.0,,2,2,SA1015-A95736A-R03-C04,False
833,11.0,31000001,31500000,500000,71,0.360284,0.989628,1.15303990085932,2.24007076548159,True,True,61.5763599742614,46.0,,2,2,SA1015-A95736A-R03-C04,False
834,11.0,31500001,32000000,500000,73,0.389904,0.994731,1.10772008254172,2.15202559025865,True,True,65.90112533890161,46.0,,2,2,SA1015-A95736A-R03-C04,False
835,11.0,32000001,32500000,500000,60,0.43272,0.998917,0.8142446620461621,1.58187558126975,True,True,73.6879255053666,46.0,,2,2,SA1015-A95736A-R03-C04,False
836,11.0,32500001,33000000,500000,56,0.39195,0.991529,0.845513625323063,1.6426234274208602,True,True,66.23193089124129,46.0,,2,2,SA1015-A95736A-R03-C04,False
837,11.0,33000001,33500000,500000,54,0.407228,0.99653,0.784505567987548,1.52409989185695,True,True,68.833163464376,46.0,,2,2,SA1015-A95736A-R03-C04,False
838,11.0,33500001,34000000,500000,71,0.429172,0.994432,0.972953359962755,1.89020724799321,True,True,72.973693212507,46.0,,2,2,SA1015-A95736A-R03-C04,False
839,11.0,34000001,34500000,500000,62,0.44599,0.998566,0.810778328700809,1.5751413546531698,True,True,76.4697301410964,46.0,,2,2,SA1015-A95736A-R03-C04,False
840,11.0,34500001,35000000,500000,74,0.407186,0.992274,1.07517983185443,2.08880794773673,True,True,68.82569576511479,46.0,,2,2,SA1015-A95736A-R03-C04,False
841,11.0,35000001,35500000,500000,103,0.4159479999999999,0.995626,1.46262309982712,2.84151419599531,True,True,70.4214229982931,46.0,,2,2,SA1015-A95736A-R03-C04,False
842,11.0,35500001,36000000,500000,182,0.417626,0.995063,2.57295853812767,4.99862077432067,True,True,70.7356909577099,46.0,,2,2,SA1015-A95736A-R03-C04,False
843,11.0,36000001,36500000,500000,66,0.439648,0.998105,0.878611802472672,1.70692498278622,True,True,75.1184992214498,46.0,,2,2,SA1015-A95736A-R03-C04,False
844,11.0,36500001,37000000,500000,66,0.389288,0.982257,1.00300384878526,1.94858790025819,True,True,65.80233972175961,46.0,,2,2,SA1015-A95736A-R03-C04,False
845,11.0,37000001,37500000,500000,109,0.365382,0.992972,1.75075583365132,3.4012846888784,True,True,62.25882439167621,46.0,,2,2,SA1015-A95736A-R03-C04,False
846,11.0,37500001,38000000,500000,72,0.347774,0.99435,1.19978599026535,2.33088683195162,True,True,60.0107023954132,46.0,,2,2,SA1015-A95736A-R03-C04,False
847,11.0,38000001,38500000,500000,58,0.351252,0.995052,0.95978132225392,1.8646172431968504,True,True,60.4304320736255,46.0,,2,2,SA1015-A95736A-R03-C04,False
848,11.0,38500001,39000000,500000,50,0.351584,0.996866,0.8268409170556229,1.60634698297945,True,True,60.471124455293996,46.0,,2,2,SA1015-A95736A-R03-C04,False
849,11.0,39000001,39500000,500000,34,0.362818,0.99418,0.54916329638671,1.06688818383004,True,True,61.9123678215703,46.0,,2,2,SA1015-A95736A-R03-C04,False
850,11.0,39500001,40000000,500000,72,0.365554,0.988743,1.15602669832591,2.2458733727307703,True,True,62.2822985872785,46.0,,2,2,SA1015-A95736A-R03-C04,False
851,11.0,40000001,40500000,500000,54,0.373054,0.997101,0.852617663633423,1.6564248132393795,True,True,63.33436697743221,46.0,,2,2,SA1015-A95736A-R03-C04,False
852,11.0,40500001,41000000,500000,70,0.363084,0.993515,1.1299798360966102,2.19527077470368,True,True,61.9480080651769,46.0,,2,2,SA1015-A95736A-R03-C04,False
853,11.0,41000001,41500000,500000,124,0.365956,0.99743,1.98917896512497,3.86448174409798,True,True,62.3372769238033,46.0,,2,2,SA1015-A95736A-R03-C04,False
854,11.0,41500001,42000000,500000,70,0.370268,0.996516,1.11222232269514,2.16077232707093,True,True,62.9370572516254,46.0,,2,2,SA1015-A95736A-R03-C04,False
855,11.0,42000001,42500000,500000,52,0.367974,0.990103,0.830462909715172,1.61338361706592,True,True,62.615680232889204,46.0,,2,2,SA1015-A95736A-R03-C04,False
856,11.0,42500001,43000000,500000,92,0.382538,0.990149,1.42097054209458,2.76059359921922,True,True,64.7444808140692,46.0,,2,2,SA1015-A95736A-R03-C04,False
857,11.0,43000001,43500000,500000,74,0.395806,0.990883,1.1066802258641102,2.15000540644535,True,True,66.8666506101346,46.0,,2,2,SA1015-A95736A-R03-C04,False
858,11.0,43500001,44000000,500000,92,0.4120680000000001,0.995533,1.31983990205314,2.56412182917688,True,True,69.7054240115677,46.0,,2,2,SA1015-A95736A-R03-C04,False
859,11.0,44000001,44500000,500000,64,0.45664,0.999158,0.8118900245622329,1.5773011041964702,True,True,78.82841033120029,46.0,,2,2,SA1015-A95736A-R03-C04,False
860,11.0,44500001,45000000,500000,104,0.498988,0.998939,1.16437433090074,2.26209075400086,True,True,89.31835513717242,46.0,,2,2,SA1015-A95736A-R03-C04,False
861,11.0,45000001,45500000,500000,120,0.471004,0.995451,1.46007595475216,2.8365657243825,True,True,82.187505115355,46.0,,2,2,SA1015-A95736A-R03-C04,False
862,11.0,45500001,46000000,500000,123,0.48166,0.997641,1.45027591389858,2.8175266737822,True,True,84.8114478226117,46.0,,2,2,SA1015-A95736A-R03-C04,False
863,11.0,46000001,46500000,500000,106,0.4519220000000001,0.997686,1.36299958825892,2.64797040305959,True,True,77.76964931838559,46.0,,2,2,SA1015-A95736A-R03-C04,False
864,11.0,46500001,47000000,500000,50,0.443282,0.997546,0.6588666500036229,1.2800146117441102,True,True,75.88789021226842,46.0,,2,2,SA1015-A95736A-R03-C04,False
865,11.0,47000001,47500000,500000,97,0.475452,0.996395,1.16489769307452,2.26310751699784,True,True,83.2691150275933,46.0,,2,2,SA1015-A95736A-R03-C04,False
866,11.0,47500001,48000000,500000,44,0.449208,0.999815,0.570165405282522,1.10769007638893,True,True,77.17058873152371,46.0,,2,2,SA1015-A95736A-R03-C04,False
867,11.0,48000001,48500000,500000,60,0.415278,0.992336,0.853524895243787,1.65818733941595,True,True,70.296719327516,46.0,,2,2,SA1015-A95736A-R03-C04,False
868,11.0,48500001,49000000,500000,32,0.377846,0.982244,0.499721033208246,0.9708341199222952,True,True,64.0357276830187,46.0,,2,2,SA1015-A95736A-R03-C04,False
869,11.0,49000001,49500000,500000,36,0.363404,0.991779,0.580729682045855,1.12821384795864,True,True,61.990976375058786,46.0,,2,2,SA1015-A95736A-R03-C04,False
870,11.0,49500001,50000000,500000,47,0.365996,0.982133,0.7538967299014481,1.46463450535044,True,True,62.342756157257796,46.0,,2,2,SA1015-A95736A-R03-C04,False
871,11.0,50000001,50500000,500000,33,0.39117,0.995464,0.499203328208339,0.969828347412106,True,True,66.1053285009904,46.0,,2,2,SA1015-A95736A-R03-C04,False
872,11.0,50500001,51000000,500000,0,-1.0,0.5620350000000001,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
873,11.0,51000001,51500000,500000,4,-1.0,0.810388,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
874,11.0,51500001,52000000,500000,0,-1.0,0.178715,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
875,11.0,52000001,52500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
876,11.0,52500001,53000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
877,11.0,53000001,53500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
878,11.0,53500001,54000000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
879,11.0,54000001,54500000,500000,0,-1.0,0.0,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
880,11.0,54500001,55000000,500000,0,-1.0,0.607344,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
881,11.0,55000001,55500000,500000,47,0.366632,0.988112,0.7528421135013922,1.46258564705438,True,True,62.43008880229589,46.0,,2,2,SA1015-A95736A-R03-C04,False
882,11.0,55500001,56000000,500000,57,0.357144,0.993182,0.931847359199484,1.81034847595328,True,True,61.16881637027621,46.0,,2,2,SA1015-A95736A-R03-C04,False
883,11.0,56000001,56500000,500000,72,0.363718,0.989809,1.1606681000451102,2.25489046597646,True,True,62.0332375785993,46.0,,2,2,SA1015-A95736A-R03-C04,False
884,11.0,56500001,57000000,500000,85,0.39462,0.991701,1.27493891854735,2.476890346192,True,True,66.6698606211253,46.0,,2,2,SA1015-A95736A-R03-C04,False
885,11.0,57000001,57500000,500000,118,0.482196,0.999439,1.3891112088688702,2.698698810571,True,True,84.9464025965823,46.0,,2,2,SA1015-A95736A-R03-C04,False
886,11.0,57500001,58000000,500000,173,0.41157,0.987781,2.4851107224014,4.82795423999417,True,True,69.6146044683383,46.0,,2,2,SA1015-A95736A-R03-C04,False
887,11.0,58000001,58500000,500000,84,0.376484,0.992641,1.31591167142928,2.55649025062177,True,True,63.834071711487596,46.0,,2,2,SA1015-A95736A-R03-C04,False
888,11.0,58500001,59000000,500000,66,0.4017,0.99496,0.972514891495989,1.8893554124294496,True,True,67.8652847140205,46.0,,2,2,SA1015-A95736A-R03-C04,False
889,11.0,59000001,59500000,500000,50,0.407776,0.994301,0.725365578010771,1.4092055482014298,True,True,68.93075921402159,46.0,,2,2,SA1015-A95736A-R03-C04,False
890,11.0,59500001,60000000,500000,162,0.395386,0.99427,2.42526581539623,4.71169041725454,True,True,66.79680180687029,46.0,,2,2,SA1015-A95736A-R03-C04,False
891,11.0,60000001,60500000,500000,72,0.392642,0.982029,1.08524028584205,2.10835291651738,True,True,66.34475418882421,46.0,,2,2,SA1015-A95736A-R03-C04,False
892,11.0,60500001,61000000,500000,76,0.496062,0.965058,0.8584034244283091,1.66766511255862,True,True,88.5364594748856,46.0,,2,2,SA1015-A95736A-R03-C04,False
893,11.0,61000001,61500000,500000,84,0.514042,0.984395,0.898634772356887,1.745824650909,True,True,93.4751275868056,46.0,,2,2,SA1015-A95736A-R03-C04,False
894,11.0,61500001,62000000,500000,82,0.496652,0.999257,0.9245328732469492,1.7961382425219898,True,True,88.6934390034363,46.0,,2,2,SA1015-A95736A-R03-C04,False
895,11.0,62000001,62500000,500000,104,0.48285,0.994533,1.22192720889382,2.3739017324115403,True,True,85.1114528288051,46.0,,2,2,SA1015-A95736A-R03-C04,False
896,11.0,62500001,63000000,500000,244,0.452036,0.992627,3.1364494824246902,6.09334402716964,True,True,77.7949721069225,46.0,,2,2,SA1015-A95736A-R03-C04,False
897,11.0,63000001,63500000,500000,74,0.418238,0.986772,1.0444453187738398,2.0290984058624,True,True,70.8510045187186,46.0,,2,2,SA1015-A95736A-R03-C04,False
898,11.0,63500001,64000000,500000,76,0.535334,0.99646,0.762000563745741,1.48037824610858,True,True,99.7374590202523,46.0,,2,2,SA1015-A95736A-R03-C04,False
899,11.0,64000001,64500000,500000,163,0.53296,0.999355,1.64618207732017,3.19812379720464,True,True,99.01699346973128,46.0,,2,2,SA1015-A95736A-R03-C04,False
900,11.0,64500001,65000000,500000,65,0.5262720000000001,0.999796,0.6699835300450661,1.3016119545296,True,True,97.0173102548174,46.0,,2,2,SA1015-A95736A-R03-C04,False
901,11.0,65000001,65500000,500000,76,0.52165,0.99873,0.794470236417986,1.54345877303886,True,True,95.6612299822078,46.0,,2,2,SA1015-A95736A-R03-C04,False
902,11.0,65500001,66000000,500000,110,0.48986,0.99561,1.26571842818394,2.4589772185620897,True,True,86.90716477742109,46.0,,2,2,SA1015-A95736A-R03-C04,False
903,11.0,66000001,66500000,500000,83,0.519166,0.99831,0.8742255844518358,1.6984036482233995,True,True,94.941170192409,46.0,,2,2,SA1015-A95736A-R03-C04,False
904,11.0,66500001,67000000,500000,168,0.478986,0.997553,1.99661445998838,3.87892706785302,True,True,84.1424337881325,46.0,,2,2,SA1015-A95736A-R03-C04,False
905,11.0,67000001,67500000,500000,92,0.527964,0.996396,0.943405645652928,1.832803362002,True,True,97.51902633180359,46.0,,2,2,SA1015-A95736A-R03-C04,False
906,11.0,67500001,68000000,500000,67,0.478786,0.987245,0.796739978913638,1.54786832018974,True,True,84.0926798870506,46.0,,2,2,SA1015-A95736A-R03-C04,False
907,11.0,68000001,68500000,500000,211,0.480838,0.998742,2.49394137150104,4.8451100026643,True,True,84.6050361933748,46.0,,2,2,SA1015-A95736A-R03-C04,False
908,11.0,68500001,69000000,500000,73,0.5130680000000001,0.99844,0.783266896876318,1.521693460872,True,True,93.199393835135,46.0,,2,2,SA1015-A95736A-R03-C04,False
909,11.0,69000001,69500000,500000,78,-1.0,0.899394,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
910,11.0,69500001,70000000,500000,123,-1.0,0.878443,,,False,False,,,,2,2,SA1015-A95736A-R03-C04,True
911,11.0,70000001,70500000,500000,106,0.5031800000000001,0.998315,1.17187508486989,2.27666286002498,True,True,90.45332678249493,46.0,,2,2,SA1015-A95736A-R03-C04,False
912,11.0,70500001,71000000,500000,129,0.509262,0.999416,1.4001810397979295,2.72020474859146,True,True,92.130943309029,46.0,,2,2,SA1015-A95736A-R03-C04,False
913,11.0,71000001,71500000,500000,75,0.4799060000000001,0.994165,0.888922477605024,1.72695606923791,True,True,84.3718118165584,46.0,,2,2,SA1015-A95736A-R03-C04,False
914,11.0,71500001,72000000,500000,64,0.45187,0.994184,0.8230653482744509,1.59901198854997,True,True,77.7581028458742,46.0,,2,2,SA1015-A95736A-R03-C04,False
915,11.0,72000001,72500000,500000,106,0.493424,0.999512,1.20675614701834,2.3444281190844904,True,True,87.8387901830089,46.0,,2,2,SA1015-A95736A-R03-C04,False
916,11.0,72500001,73000000,500000,59,0.43181,0.996595,0.8026823299798029,1.55941283559777,True,True,73.50354903350691,46.0,,2,2,SA1015-A95736A-R03-C04,False
917,11.0,73000001,73500000,500000,84,0.456834,0.999179,1.0650111000462,2.06905262198551,True,True,78.8724173826507,46.0,,2,2,SA1015-A95736A-R03-C04,False
918,11.0,73500001,74000000,500000,68,0.424088,0.995005,0.944812132047834,1.83553581649288,True,True,71.97198013600159,46.0,,2,2,SA1015-A95736A-R03-C04,False
919,11.0,74000001,74500000,500000,49,0.425218,0.987814,0.678741665558377,1.31862684127278,True,True,72.1924150032685,46.0,,2,2,SA1015-A95736A-R03-C04,False
920,11.0,74500001,75000000,500000,46,0.444992,0.991451,0.60324344015337,1.17195250029858,True,True,76.25445539582641,46.0,,2,2,SA1015-A95736A-R03-C04,False
921,11.0,75000001,75500000,500000,83,0.490898,0.992779,0.952083815034968,1.8496628943704096,True,True,87.1771987815501,46.0,,2,2,SA1015-A95736A-R03-C04,False
922,11.0,75500001,76000000,500000,66,0.43897,0.998223,0.8802769912791121,1.7101600319476002,True,True,74.9764002170462,46.0,,2,2,SA1015-A95736A-R03-C04,False
923,11.0,76000001,76500000,500000,89,0.454896,0.998934,1.13470513409869,2.2044508576347,True,True,78.4344737020103,46.0,,2,2,SA1015-A95736A-R03-C04,False
924,11.0,76500001,77000000,500000,291,0.45643,0.994628,3.69379266932856,7.176123711023831,True,False,78.7808158309265,46.0,,2,2,SA1015-A95736A-R03-C04,False
925,11.0,77000001,77500000,500000,50,0.404374,0.997158,0.7317463488638208,1.42160180460028,True,True,68.3296883922069,46.0,,2,2,SA1015-A95736A-R03-C04,False
926,11.0,77500001,78000000,500000,62,0.440808,0.996942,0.822688431543049,1.59827973275344,True,True,75.3626739149738,46.0,,2,2,SA1015-A95736A-R03-C04,False
927,11.0,78000001,78500000,500000,69,0.414952,0.988594,0.98239934260736,1.90855845124095,True,True,70.236203351754,46.0,,2,2,SA1015-A95736A-R03-C04,False
928,11.0,78500001,79000000,500000,126,0.4422100000000001,0.998488,1.6653545032909098,3.23537106929679,True,True,75.6595666274125,46.0,,2,2,SA1015-A95736A-R03-C04,False
929,11.0,79000001,79500000,500000,122,0.41879,0.994961,1.7193916010103,3.34035175796373,True,True,70.95533090211329,46.0,,2,2,SA1015-A95736A-R03-C04,False
930,11.0,79500001,80000000,500000,82,0.384956,0.997639,1.25924771542615,2.4464062273329503,True,True,65.1182440082884,46.0,,2,2,SA1015-A95736A-R03-C04,False
931,11.0,80000001,80500000,500000,68,0.374858,0.998967,1.0692541214622,2.07729576103404,True,True,63.59573335757671,46.0,,2,2,SA1015-A95736A-R03-C04,False
932,11.0,80500001,81000000,500000,83,0.36026,0.999017,1.34798888567843,2.61880832810032,True,True,61.5732079706481,46.0,,2,2,SA1015-A95736A-R03-C04,False
933,11.0,81000001,81500000,500000,50,0.356084,0.997821,0.819223010942263,1.59154727937335,True,True,61.0334418493573,46.0,,2,2,SA1015-A95736A-R03-C04,False
934,11.0,81500001,82000000,500000,48,0.360714,0.987277,0.7788044473938821,1.5130240274720002,True,True,61.63293001294829,46.0,,2,2,SA1015-A95736A-R03-C04,False
935,11.0,82000001,82500000,500000,112,0.378292,0.996913,1.74721098578871,3.3943979280133303,True,True,64.1021610503678,46.0,,2,2,SA1015-A95736A-R03-C04,False
936,11.0,82500001,83000000,500000,34,0.399106,0.999002,0.50428987772038,0.979710252496749,True,True,67.4215396781221,46.0,,2,2,SA1015-A95736A-R03-C04,False
937,11.0,83000001,83500000,500000,100,0.393182,0.990473,1.50527316396107,2.92437270049389,True,True,66.4331248268944,46.0,,2,2,SA1015-A95736A-R03-C04,False
