chr,start,end,width,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id,is_low_mappability
1,19000001,19500000,500000,179,0.49686,0.999692,2.01692724542017,3.9183897757587403,TRUE,TRUE,88.7488631067159,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,19500001,20000000,500000,138,0.477782,0.9983350000000001,1.64592338625924,3.19762122458555,TRUE,TRUE,83.84351370912759,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,20000001,20500000,500000,55,0.46249399999999996,0.999567,0.686018741965597,1.33276439722886,TRUE,TRUE,80.172736742458,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,20500001,21000000,500000,113,0.4851180000000001,0.99975,1.31875145111204,2.5620072387529103,TRUE,TRUE,85.6871095040027,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,21000001,21500000,500000,78,0.41547,0.9951059999999999,1.10901930050968,2.1545496487807,TRUE,TRUE,70.33240987253589,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,21500001,22000000,500000,82,0.505598,0.9979610000000001,0.899952645446434,1.74838495170892,TRUE,TRUE,91.11590528113041,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,22000001,22500000,500000,106,0.48991999999999997,0.992288,1.21947368839146,2.36913515013996,TRUE,TRUE,86.92274463077509,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,22500001,23000000,500000,160,0.493016,0.9999950000000001,1.82374627462325,3.54308702621207,TRUE,TRUE,87.73150203311741,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,23000001,23500000,500000,159,0.47373000000000004,0.998816,1.9191759802076798,3.72848329348685,TRUE,TRUE,82.8480564782778,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,23500001,24000000,500000,88,0.472092,0.999129,1.0673101333098,2.07351907383927,TRUE,TRUE,82.45026188133929,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,24000001,24500000,500000,74,0.47327600000000003,0.9171739999999999,0.894394548227313,1.73758694629473,TRUE,TRUE,82.7375347341593,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,24500001,25000000,500000,74,0.456138,0.999192,0.940103833031728,1.82638875837871,TRUE,TRUE,78.7147093756212,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,25000001,25500000,500000,65,0.482684,0.99398,0.764080960823337,1.4844199420383,TRUE,TRUE,85.0695192430383,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,25500001,26000000,500000,44,0.46582399999999996,0.9884200000000001,0.543528039604502,1.0559402765074999,TRUE,TRUE,80.9525853201917,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,26000001,26500000,500000,93,0.48793800000000004,0.9992610000000001,1.07626462108759,2.09091542436969,TRUE,TRUE,86.4099759276868,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,26500001,27000000,500000,56,0.48615,0.9978549999999999,0.651536026827463,1.26577302768666,TRUE,TRUE,85.95073440939541,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,27000001,27500000,500000,75,0.492838,0.996179,0.855336907748386,1.66170763063503,TRUE,TRUE,87.6847465841643,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,27500001,28000000,500000,117,0.498338,0.9981209999999999,1.31248423962523,2.5498316000588597,TRUE,TRUE,89.1439275746336,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,28000001,28500000,500000,33,0.444136,0.99659,0.4338075615790341,0.842780580111609,TRUE,TRUE,76.07059655641301,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,28500001,29000000,500000,36,0.460588,0.998864,0.451516455751044,0.877184572631002,TRUE,TRUE,79.731313314192093,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,29000001,29500000,500000,51,0.44901199999999997,0.99845,0.661241821089507,1.28462898051707,TRUE,TRUE,77.12760804507029,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,29500001,30000000,500000,79,-1,0.7544390000000001,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA1015-A95736A-R03-C04,TRUE
1,30000001,30500000,500000,107,-1,0.942161,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,30500001,31000000,500000,85,0.48158599999999996,0.990276,1.00244315028686,1.94749860203566,TRUE,TRUE,84.7928383526553,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,31000001,31500000,500000,173,0.479274,0.9959120000000001,2.0542866263659,3.9909697940310096,TRUE,TRUE,84.2141489798055,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,31500001,32000000,500000,76,0.46007,0.998933,0.95463034172371,1.85461016461207,TRUE,TRUE,79.6119677725433,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,32000001,32500000,500000,93,0.48865600000000003,0.998856,1.07396150686445,2.0864410442229198,TRUE,TRUE,86.595282424529,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,32500001,33000000,500000,77,0.4754560000000001,0.99933400000000006,0.924701702334404,1.7964662355974201,TRUE,TRUE,83.2700965139504,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,33000001,33500000,500000,77,0.469764,0.9978959999999999,0.940291849656409,1.8267540280836496,TRUE,TRUE,81.88946870924859,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,33500001,34000000,500000,73,0.46556800000000004,0.994841,0.9024351025780792,1.7532077506797201,TRUE,TRUE,80.89224343274479,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,34000001,34500000,500000,71,0.452504,0.9957459999999999,0.911435859050134,1.7706939898161498,TRUE,TRUE,77.89906365324892,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,34500001,35000000,500000,131,0.43952399999999997,0.989484,1.74451564152265,3.38916154210091,TRUE,TRUE,75.09247660609141,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,35000001,35500000,500000,71,0.452928,0.9884139999999999,0.910331617176338,1.76854872152347,TRUE,TRUE,77.99355604084971,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,35500001,36000000,500000,74,0.41326599999999997,0.997992,1.05827812708774,2.05597212418333,TRUE,TRUE,69.9249073621499,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,36000001,36500000,500000,102,0.43463599999999997,0.9995940000000001,1.37691197503267,2.6749987226058103,TRUE,TRUE,74.0788095750126,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,36500001,37000000,500000,107,0.486274,0.999791,1.2444395470905902,2.4176376262168,TRUE,TRUE,85.98248123033251,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,37000001,37500000,500000,86,0.48945,0.998553,0.990774303241069,1.9248289241566297,TRUE,TRUE,86.8007978392986,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,37500001,38000000,500000,70,0.47098,0.996122,0.8517709060800821,1.6547797731681002,TRUE,TRUE,82.18172222170121,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,38000001,38500000,500000,76,0.4754140000000001,0.9986450000000001,0.9128055505630848,1.7733549609704,TRUE,TRUE,83.2597916972763,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,38500001,39000000,500000,113,0.45753,0.9988799999999999,1.42982582516433,2.77779721958815,TRUE,TRUE,79.03060499485159,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,39000001,39500000,500000,56,0.44863000000000003,0.997265,0.726857862613436,1.4121046873463299,TRUE,TRUE,77.0439488659455,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,39500001,40000000,500000,60,0.439456,0.9981690000000001,0.7991666013341309,1.55258264615449,TRUE,TRUE,75.0782126027737,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,40000001,40500000,500000,72,0.474774,0.99749,0.8663949027356159,1.68319057435386,TRUE,TRUE,83.1029819920018,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,40500001,41000000,500000,101,0.4242260000000001,0.991994,1.40280052005593,2.72529374953787,TRUE,TRUE,71.99883273209291,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,41000001,41500000,500000,88,0.469254,0.9993770000000001,1.0762244393090101,2.09083736113229,TRUE,TRUE,81.7673310378456,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,41500001,42000000,500000,92,0.459646,0.9972709999999999,1.15702200631945,2.2478070094915803,TRUE,TRUE,79.5144772506593,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,42000001,42500000,500000,104,0.458744,0.9939450000000001,1.31134854061743,2.5476252183509196,TRUE,TRUE,79.3076720480683,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,42500001,43000000,500000,134,0.410184,0.992973,1.9318619519389493,3.75312899255222,TRUE,TRUE,69.3631342889218,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,43000001,43500000,500000,55,0.444082,0.998365,0.7231226267316919,1.4048480497446,TRUE,TRUE,76.05902231075841,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,43500001,44000000,500000,75,0.46556000000000003,0.9949520000000001,0.927180953551516,1.8012828062708202,TRUE,TRUE,80.8903587942748,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,44000001,44500000,500000,130,0.489678,0.9998049999999999,1.4966625399535098,2.90764439204808,TRUE,TRUE,86.85992769220941,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,44500001,45000000,500000,73,0.44897600000000004,0.999575,0.9465802276377092,1.83897078803073,TRUE,TRUE,77.1197177678,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,45000001,45500000,500000,57,0.4763,0.9983350000000001,0.682818360125316,1.3265468484749499,TRUE,TRUE,83.4775444373507,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,45500001,46000000,500000,35,0.42688400000000004,0.991461,0.482627372247831,0.937625373057644,TRUE,TRUE,72.5197160637365,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,46000001,46500000,500000,106,0.42513999999999996,0.9926209999999999,1.46860865912069,2.85314265428076,TRUE,TRUE,72.17715852463091,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,46500001,47000000,500000,75,0.47759799999999997,0.9944350000000001,0.895009876030896,1.73878237571826,TRUE,TRUE,83.7979579986344,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,47000001,47500000,500000,43,0.432612,0.993806,0.5837156851020711,1.13401491186534,TRUE,TRUE,73.6660005846526,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,47500001,48000000,500000,59,0.44435,0.9959629999999999,0.775127669147155,1.5058809585673505,TRUE,TRUE,76.1164932544797,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,48000001,48500000,500000,105,0.4783600000000001,0.9980979999999999,1.25019592219852,2.4288208364290496,TRUE,TRUE,83.98683609154101,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,48500001,49000000,500000,65,0.40629,0.98244,0.946600091306825,1.8390093782169399,TRUE,TRUE,68.6668008982172,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,49000001,49500000,500000,83,0.42157,0.994978,1.16107741320344,2.25568566000158,TRUE,TRUE,71.48532824439451,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,49500001,50000000,500000,46,0.378352,0.9870450000000001,0.717504308214654,1.3939330492734099,TRUE,TRUE,64.1111133039194,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,50000001,50500000,500000,97,0.37153800000000003,0.98492,1.53682312020717,2.98566644634469,TRUE,TRUE,63.1172180614541,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,50500001,51000000,500000,78,0.418322,0.998959,1.1006554983013899,2.13830085392017,TRUE,TRUE,70.86686081192092,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,51000001,51500000,500000,65,0.382956,0.994276,1.00295208204121,1.94848733030404,TRUE,TRUE,64.8086794612479,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,51500001,52000000,500000,49,0.4123439999999999,0.997733,0.7024499096072379,1.36468608376315,TRUE,TRUE,69.75586348555079,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,52000001,52500000,500000,65,0.413904,0.9981979999999999,0.9280096642538659,1.80289278578323,TRUE,TRUE,70.04237402232329,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,52500001,53000000,500000,52,0.41308,0.9970760000000001,0.7440184763334979,1.44544350682984,TRUE,TRUE,69.8907374669706,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,53000001,53500000,500000,160,0.431396,0.997921,2.17924451735425,4.2337320074727405,TRUE,TRUE,73.419939215564,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,53500001,54000000,500000,104,0.492008,0.9985280000000001,1.18901790454082,2.30996711008099,TRUE,TRUE,87.4671437686745,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,54000001,54500000,500000,80,0.459268,0.9992840000000001,1.0072051223774399,1.9567499336315601,TRUE,TRUE,79.4277136033275,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,54500001,55000000,500000,56,0.4878520000000001,0.9982690000000001,0.6482395719060239,1.25936883274619,TRUE,TRUE,86.3878146706514,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,55000001,55500000,500000,87,0.48352,0.997482,1.02015713087745,1.98191247620577,TRUE,TRUE,85.28098012231729,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,55500001,56000000,500000,78,0.41857,0.997849,1.0999282659499399,2.13688802169383,TRUE,TRUE,70.9137153890996,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,56000001,56500000,500000,88,0.399154,0.9977159999999999,1.30506308939946,2.53541414437964,TRUE,TRUE,67.4296903458471,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,56500001,57000000,500000,83,0.40812,0.990909,1.20303497141175,2.33719879711279,TRUE,TRUE,68.9921755995173,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,57000001,57500000,500000,63,0.402878,0.998922,0.9255314456319821,1.79807822118644,TRUE,TRUE,68.0690000294713,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,57500001,58000000,500000,84,0.405918,0.9986209999999999,1.2244707923437301,2.37884328466958,TRUE,TRUE,68.60106466011949,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,58000001,58500000,500000,81,0.4045,0.998451,1.18504653963975,2.30225173231539,TRUE,TRUE,68.3517459361753,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,58500001,59000000,500000,90,0.41397399999999995,0.9780840000000001,1.2846996162334299,2.4958529627684,TRUE,TRUE,70.0552867477835,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,59000001,59500000,500000,71,0.4223520000000001,0.99495,0.991124649929374,1.92550956094437,TRUE,TRUE,71.6357927381378,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,59500001,60000000,500000,68,0.407466,0.994132,0.9872884662120579,1.91805680671637,TRUE,TRUE,68.8755134159487,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,60000001,60500000,500000,92,0.39498,0.991859,1.37870166334318,2.67847564344844,TRUE,TRUE,66.72944730980569,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,60500001,61000000,500000,80,0.37483,0.9885280000000001,1.25802676001259,2.4440342135580098,TRUE,TRUE,63.591652056113396,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,61000001,61500000,500000,81,0.399528,0.9941399999999999,1.20011955391579,2.33153486345619,TRUE,TRUE,67.4932757621609,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,61500001,62000000,500000,59,0.395642,0.999885,0.8827134781655881,1.71489352212501,TRUE,TRUE,66.8393555320022,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,62000001,62500000,500000,42,0.40227199999999996,0.9972219999999999,0.617973940569758,1.20057021189648,TRUE,TRUE,67.964030912496,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,62500001,63000000,500000,71,0.43032600000000004,0.999605,0.9698839787194928,1.8842442009329798,TRUE,TRUE,73.2046322630662,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,63000001,63500000,500000,64,0.385316,0.9956870000000001,0.9819808627850001,1.9077454486594096,TRUE,TRUE,65.17438620798511,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,63500001,64000000,500000,88,0.392878,0.992088,1.3256338128333502,2.5753779618977704,TRUE,TRUE,66.38333991489921,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,64000001,64500000,500000,92,0.412872,0.9976370000000001,1.31705969524917,2.55872057638508,TRUE,TRUE,69.85256654034579,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,64500001,65000000,500000,85,0.408236,0.992826,1.2316535746917,2.39279765063775,TRUE,TRUE,69.0129121910574,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,65000001,65500000,500000,57,0.4055,0.998483,0.8317845211545349,1.61595118055304,TRUE,TRUE,68.52736321767901,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,65500001,66000000,500000,58,0.409854,0.994359,0.8368980770675241,1.62588555238163,TRUE,TRUE,69.30354076476189,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,66000001,66500000,500000,36,0.37137800000000004,0.982608,0.570573320797188,1.1084825551388,TRUE,TRUE,63.0944327184837,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,66500001,67000000,500000,70,0.383796,0.992125,1.0779477208010302,2.09418526998443,TRUE,TRUE,64.938214209482,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,67000001,67500000,500000,69,0.37243200000000004,0.9945860000000001,1.09099537658052,2.11953363151809,TRUE,TRUE,63.244997624339,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,67500001,68000000,500000,62,0.40677399999999997,0.9883190000000001,0.901784946463741,1.75194465848001,TRUE,TRUE,68.7525337866049,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,68000001,68500000,500000,110,0.41203199999999995,0.996549,1.5782182804329699,3.0660869835569304,TRUE,TRUE,69.6988505099703,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,68500001,69000000,500000,92,0.396932,0.9985360000000001,1.37201268383638,2.66548061401978,TRUE,TRUE,67.0547736794624,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,69000001,69500000,500000,28,0.373348,0.9835370000000001,0.4418024489831209,0.858312664937004,TRUE,TRUE,63.376742397980095,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,69500001,70000000,500000,75,0.369204,0.9908290000000001,1.19450815353104,2.32063330320148,TRUE,TRUE,62.7873487328617,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,70000001,70500000,500000,68,0.353898,0.989137,1.11919829772195,2.1743249176678603,TRUE,TRUE,60.757776471255596,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,70500001,71000000,500000,189,0.3768780000000001,0.997051,2.95810672703894,5.74686825276035,TRUE,TRUE,63.892218043528395,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,71000001,71500000,500000,57,0.377052,0.9927600000000001,0.8917683333130891,1.7324848615803603,TRUE,TRUE,63.91794580576122,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,71500001,72000000,500000,82,0.36809400000000003,0.9864459999999999,1.30922731962583,2.54350421167383,TRUE,TRUE,62.6323624406454,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,72000001,72500000,500000,83,0.353606,0.9891559999999999,1.3669006355412099,2.6555491711189703,TRUE,TRUE,60.7213120265594,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,72500001,73000000,500000,50,0.344518,0.9989389999999999,0.838523541800275,1.6290434275127899,TRUE,TRUE,59.6286180500694,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,73000001,73500000,500000,47,0.350444,0.9952629999999999,0.7790246313404972,1.51345179031132,TRUE,TRUE,60.3318535886668,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,73500001,74000000,500000,63,0.349042,0.995547,1.04716673156318,2.0343854364549,TRUE,TRUE,60.162339101391495,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,74000001,74500000,500000,106,0.357042,0.999693,1.7332796166990398,3.36733273053173,TRUE,TRUE,61.155741392651215,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
1,74500001,75000000,500000,60,0.356602,0.98954,0.982005444439888,1.9077932047226998,TRUE,TRUE,61.0994575841914,46,NA,2,2,SA1015-A95736A-R03-C04,FALSE
