"","chr","start","end","reads","gc","map","valid","ideal","cor.gc","cor.map","copy"
"45","6",440001,450001,14494,0.3871,0.935855,TRUE,TRUE,1.07767663978949,1.12864810884989,0.174595751168326
"46","6",450001,460001,15838,0.4161,0.995706,TRUE,TRUE,1.10361414816069,1.07715179481066,0.107221572249159
"47","6",460001,470001,17645,0.473,0.824322,TRUE,FALSE,1.12991933507893,1.30415844082229,0.383119151703159
"48","6",470001,480001,15081,0.3864,0.972091,TRUE,TRUE,1.12380754127978,1.12941729184235,0.175578624854216
"49","6",480001,490001,13703,0.3829,0.963484,TRUE,TRUE,1.03289613072713,1.04890494110261,0.0688839370057469
"50","6",490001,500001,13357,0.4069,0.961505,TRUE,TRUE,0.945199094189582,0.962087912571789,-0.0557593659269048
"51","6",500001,510001,13550,0.4026,0.927443,TRUE,TRUE,0.966936868869664,1.02158373359186,0.0308074586838217
"52","6",510001,520001,15245,0.4205,0.979664,TRUE,TRUE,1.05419505529008,1.04960492636208,0.0698463964305436
"53","6",520001,530001,10984,0.3657,0.967132,TRUE,TRUE,0.8822218334456,0.892045880841641,-0.164810180301826
"54","6",530001,540001,14921,0.4253,0.939485,TRUE,TRUE,1.02325439420002,1.067476790178,0.0942047021088793
"55","6",540001,550001,16336,0.4109,0.864329,TRUE,FALSE,1.14836218040843,1.28511646397847,0.361899109917548
"56","6",550001,560001,12512,0.378,0.906086,TRUE,TRUE,0.958912451770929,1.03408325087219,0.0483523372830873
"57","6",560001,570001,15088,0.4158,0.955626,TRUE,TRUE,1.05192581210617,1.07804787974006,0.108421254462943
"58","6",570001,580001,13343,0.3843,0.953816,TRUE,TRUE,1.00109233765953,1.02798433687178,0.0398182827326059
"59","6",580001,590001,12620,0.3957,0.946051,TRUE,TRUE,0.914796417372585,0.947420379402559,-0.0779233896697781
"60","6",590001,600001,13056,0.3728,0.931091,TRUE,TRUE,1.01923737341154,1.07276599707682,0.101335414702075
"61","6",600001,610001,11722,0.4184,0.839122,TRUE,FALSE,0.813499167730302,0.928809858226808,-0.106544810087576
"62","6",610001,620001,12009,0.4011,0.943333,TRUE,TRUE,0.859489460098706,0.892817509911507,-0.163562773348865
"63","6",620001,630001,13726,0.4151,0.855947,TRUE,FALSE,0.958202189932699,1.07983470032822,0.110810483436257
"64","6",630001,640001,13658,0.478,0.941364,TRUE,TRUE,0.870104863815431,0.905817606968353,-0.14270751262116
"65","6",640001,650001,16296,0.4484,0.938631,TRUE,TRUE,1.07426426634014,1.12175547516799,0.165758225670979
"66","6",650001,660001,13579,0.4053,0.946506,TRUE,TRUE,0.963963100010055,0.997839718258252,-0.00311999900887385
"67","6",660001,670001,17079,0.4454,0.94486,TRUE,TRUE,1.13287233706808,1.17481667743102,0.232435651092258
"68","6",670001,680001,15279,0.4143,0.971452,TRUE,TRUE,1.0681702649642,1.07434345225301,0.103455276053425
"69","6",680001,690001,11871,0.3847,0.908751,TRUE,TRUE,0.8894814585627,0.956946333435823,-0.063490075773745
"70","6",690001,700001,15288,0.3972,0.96282,TRUE,TRUE,1.10382424728915,1.12180840756594,0.165826300673108
"71","6",700001,710001,16986,0.4483,0.949415,TRUE,TRUE,1.11996558000003,1.15561677311942,0.208663049064143
"72","6",710001,720001,13205,0.3865,0.857077,TRUE,FALSE,0.983698463947753,1.10755849235622,0.147382892372976
"73","6",720001,730001,16440,0.457,0.965206,TRUE,TRUE,1.06815884440668,1.08252185904766,0.114396157165639
"74","6",730001,740001,15205,0.4374,0.944553,TRUE,TRUE,1.02285823936788,1.06108909209151,0.0855457941626354
"75","6",740001,750001,14006,0.4038,0.965421,TRUE,TRUE,0.997181185092113,1.01033484375687,0.0148335081931459
"76","6",750001,760001,15181,0.4155,0.932246,TRUE,TRUE,1.05899106724952,1.11326202743037,0.154793198414919
"77","6",760001,770001,14457,0.4215,0.894985,TRUE,FALSE,0.998000622992131,1.08681300062889,0.120103728521845
"78","6",770001,780001,12906,0.4049,0.81965,TRUE,FALSE,0.916910473745552,1.0619696248077,0.0867425017672939
"79","6",780001,790001,13699,0.3951,0.98836,TRUE,TRUE,0.994647957671772,0.979672113888285,-0.0296291199648802
"80","6",790001,800001,15336,0.4369,0.824924,TRUE,FALSE,1.03240163653655,1.19107743288015,0.252267206989494
"81","6",800001,810001,22228,0.4688,0.757113,TRUE,FALSE,1.42826279987918,1.72938396779445,0.790258220011398
"82","6",810001,820001,15422,0.4617,0.923919,TRUE,TRUE,0.996555589098389,1.05657716106948,0.0793981301004755
"83","6",820001,830001,17487,0.4457,0.9995,TRUE,TRUE,1.15919205288267,1.12610890604395,0.171346357268793
"84","6",830001,840001,16174,0.4645,0.942262,TRUE,TRUE,1.04320148616867,1.08493869054477,0.117613518848437
"85","6",840001,850001,16407,0.4447,0.950117,TRUE,TRUE,1.08992413953477,1.12375152497771,0.168323073538417
"86","6",850001,860001,17829,0.4226,0.825365,TRUE,FALSE,1.22845539255545,1.41680602590166,0.502642253227275
"87","6",860001,870001,17347,0.4557,0.954468,TRUE,TRUE,1.12940305617484,1.15891488461573,0.212774612891431
"88","6",870001,880001,13825,0.4218,0.869346,TRUE,FALSE,0.953882431129101,1.06284404682454,0.0879299229472336
"89","6",880001,890001,17902,0.4882,0.980599,TRUE,TRUE,1.12504908928205,1.11884641181784,0.162012005825778
"90","6",890001,900001,14664,0.3852,0.9995,TRUE,TRUE,1.09696507386011,1.0656578745697,0.0917443406443616
"91","6",900001,910001,15395,0.4162,0.98926,TRUE,TRUE,1.07255158763587,1.05522108020909,0.0775452907875145
"92","6",910001,920001,15742,0.421,0.957981,TRUE,TRUE,1.08763521630567,1.111687220166,0.152750934293597
"93","6",920001,930001,12299,0.395,0.871698,TRUE,FALSE,0.893245816872097,0.993187041047198,-0.00986265731432478
"94","6",930001,940001,11334,0.3649,0.834645,TRUE,FALSE,0.913470352246835,1.04638749200227,0.0654172007898566
"95","6",940001,950001,17805,0.465,0.991172,TRUE,TRUE,1.1480180627234,1.12679039583523,0.172219172109179
"96","6",950001,960001,17313,0.4508,0.982089,TRUE,TRUE,1.13658285182854,1.1282235144069,0.174052910983526
"97","6",960001,970001,17117,0.4562,0.948982,TRUE,TRUE,1.11353192233981,1.14952568155325,0.201038697666043
"98","6",970001,980001,13168,0.4082,0.935989,TRUE,TRUE,0.929665937059458,0.973501038969252,-0.0387455762242914
"99","6",980001,990001,16397,0.4544,0.970041,TRUE,TRUE,1.06986362311674,1.0779116303127,0.108238907463817
"100","6",990001,1000001,18766,0.4452,0.941524,TRUE,TRUE,1.24530547351616,1.29618809218888,0.374275085489846
"101","6",1000001,1010001,16710,0.4541,0.95046,TRUE,TRUE,1.09084182808788,1.12427395337337,0.168993621872025
"102","6",1010001,1020001,18131,0.4625,0.970052,TRUE,TRUE,1.17093883082683,1.17973123172549,0.238458219907099
"103","6",1020001,1030001,15645,0.4557,0.924377,TRUE,TRUE,1.01859173423966,1.07944740656366,0.110292953283342
"104","6",1030001,1040001,14810,0.4289,0.923907,TRUE,TRUE,1.00950549307641,1.07031983594386,0.0980419711880848
"105","6",1040001,1050001,17372,0.453,0.974835,TRUE,TRUE,1.13619740093556,1.13804269863715,0.186554687658941
"106","6",1050001,1060001,17309,0.4388,0.98192,TRUE,TRUE,1.16205764959944,1.15375327468754,0.206334742665214
"107","6",1060001,1070001,17645,0.4325,0.983444,TRUE,TRUE,1.19570651126354,1.18491695458884,0.244785950768096
"108","6",1070001,1080001,16981,0.456,0.94046,TRUE,TRUE,1.10503785300396,1.15154735159065,0.203573735924902
"109","6",1080001,1090001,15807,0.4055,0.860512,TRUE,FALSE,1.12167989320533,1.25942916292441,0.332769979419007
"110","6",1090001,1100001,18577,0.4341,0.996605,TRUE,TRUE,1.25567315756976,1.22420267255629,0.291842422807427
"111","6",1100001,1110001,14406,0.4174,0.904194,TRUE,TRUE,1.00150943868105,1.08183335556309,0.113478285099516
"112","6",1110001,1120001,16184,0.4573,0.890629,TRUE,FALSE,1.05105089614525,1.14893244856429,0.200293977282365
"113","6",1120001,1130001,16153,0.436,0.967241,TRUE,TRUE,1.08879084704134,1.10076724656359,0.138509448260128
"114","6",1130001,1140001,16046,0.4005,0.989605,TRUE,TRUE,1.14981970550821,1.13075581104101,0.177287410109065
"115","6",1140001,1150001,18425,0.4592,0.9989,TRUE,TRUE,1.19346836177437,1.16026462793468,0.214453886274133
"116","6",1150001,1160001,16073,0.3996,0.917158,TRUE,TRUE,1.15394569036651,1.23165725971089,0.300600844905798
"117","6",1160001,1170001,17455,0.4353,0.989416,TRUE,TRUE,1.17773633581608,1.15848160896089,0.212235141421957
"118","6",1170001,1180001,17910,0.4711,0.981572,TRUE,TRUE,1.14852857782641,1.14081438071491,0.190064073128065
"119","6",1180001,1190001,19670,0.4768,0.924651,TRUE,TRUE,1.25501819224931,1.32963592505032,0.411031267509522
"120","6",1190001,1200001,14244,0.412,0.93081,TRUE,TRUE,0.999594371610283,1.0524008198438,0.0736842775086131
"121","6",1200001,1210001,17355,0.4448,0.947131,TRUE,TRUE,1.15265505033029,1.19234137060498,0.253797342487183
"122","6",1210001,1220001,17750,0.4504,0.977076,TRUE,TRUE,1.16604119815352,1.16472153836394,0.219985076561082
"123","6",1220001,1230001,17221,0.4452,0.996266,TRUE,TRUE,1.14277979108077,1.11460588318221,0.156533673471594
"124","6",1230001,1240001,17937,0.4352,0.992478,TRUE,TRUE,1.21043399330496,1.18613139804899,0.246263838562896
"125","6",1240001,1250001,12496,0.3763,0.937316,TRUE,TRUE,0.963336349159021,1.00736740956521,0.010589962672959
"126","6",1250001,1260001,12420,0.5019,0.997458,TRUE,TRUE,0.758090093935577,0.738311701577116,-0.43769807076876
"127","6",1260001,1270001,12354,0.5064,0.764333,TRUE,FALSE,0.746423577004354,0.899363674878739,-0.153023479871566
"128","6",1270001,1280001,16668,0.4333,0.906881,TRUE,TRUE,1.1280410014574,1.21561365945204,0.281684791154973
"129","6",1280001,1290001,14227,0.4031,0.965115,TRUE,TRUE,1.01427459763144,1.02802285676892,0.0398723413611555
"130","6",1290001,1300001,13429,0.3915,0.925972,TRUE,TRUE,0.985271907207041,1.04247916956804,0.0600185565609393
"131","6",1300001,1310001,11443,0.3799,0.793502,TRUE,FALSE,0.871323370174542,1.02882858871852,0.0410026374260338
"132","6",1310001,1320001,15345,0.4202,0.982153,TRUE,TRUE,1.06165286593545,1.05376080882898,0.075547429519904
"133","6",1320001,1330001,11997,0.5362,0.984824,TRUE,TRUE,0.698684600077618,0.691196518112432,-0.532832144912861
"134","6",1330001,1340001,13086,0.5867,0.994265,TRUE,FALSE,NA,NA,NA
"135","6",1340001,1350001,19276,0.4773,0.992099,TRUE,TRUE,1.22908663041714,1.20497489343849,0.269003087128161
"136","6",1350001,1360001,16310,0.4794,0.929339,TRUE,TRUE,1.0373213339922,1.09380493262848,0.129355473210653
"137","6",1360001,1370001,15456,0.4589,0.980813,TRUE,TRUE,1.00153225783117,0.995745242862943,-0.0061514127050672
"138","6",1370001,1380001,9489,0.442,0.427869,TRUE,FALSE,0.633794290481045,1.0138380795402,0.0198272573731041
"139","6",1380001,1390001,15110,0.4585,0.913991,TRUE,TRUE,0.979628821469671,1.0487236400114,0.0686345485408895
"140","6",1390001,1400001,17291,0.4565,0.959916,TRUE,TRUE,1.12431864188827,1.14655563730607,0.197306364267168
"141","6",1400001,1410001,11955,0.4268,0.84696,TRUE,FALSE,0.81775583218567,0.928125900775243,-0.107607573905214
"142","6",1410001,1420001,16418,0.453,0.931799,TRUE,TRUE,1.07380203364956,1.12935962559143,0.17550496125901
"143","6",1420001,1430001,16638,0.4297,0.897022,TRUE,FALSE,1.13261849036332,1.23123154191083,0.300102096472917
"144","6",1430001,1440001,17306,0.4641,0.983935,TRUE,TRUE,1.11650144732976,1.10575299713712,0.145029152658454
"145","6",1440001,1450001,18782,0.475,0.962537,TRUE,TRUE,1.20071422086442,1.22068356801576,0.287689265829477
"146","6",1450001,1460001,17366,0.4399,0.952436,TRUE,TRUE,1.1639674962206,1.19704260414213,0.259474500393994
"147","6",1460001,1470001,16544,0.4916,0.957413,TRUE,TRUE,1.03374985241088,1.05732113816165,0.0804136303316039
"148","6",1470001,1480001,15945,0.4556,0.910109,TRUE,TRUE,1.03829299844233,1.11560919379241,0.157831728851454
"149","6",1480001,1490001,15933,0.4554,0.920187,TRUE,TRUE,1.03785200296262,1.10447210480108,0.143356981596439
"150","6",1490001,1500001,17110,0.4501,0.939732,TRUE,TRUE,1.1245474431271,1.17282562305965,0.22998852790333
"151","6",1500001,1510001,13649,0.4215,0.932035,TRUE,TRUE,0.942222487599059,0.990727791212306,-0.0134393727062028
"152","6",1510001,1520001,12892,0.3857,0.962212,TRUE,TRUE,0.962846282436283,0.979234300266466,-0.0302740017693252
"153","6",1520001,1530001,17040,0.4941,0.970493,TRUE,TRUE,1.06005259760423,1.06743413836053,0.0941470570195828
"154","6",1530001,1540001,17360,0.4741,0.971836,TRUE,TRUE,1.11069458583657,1.1165877546013,0.159096639564325
"155","6",1540001,1550001,15638,0.522,0.995281,TRUE,TRUE,0.919749108774049,0.898166127427051,-0.154945780156294
"156","6",1550001,1560001,9920,0.5969,0.99621,TRUE,FALSE,NA,NA,NA
"157","6",1560001,1570001,13440,0.5703,1,TRUE,TRUE,0.788139064097737,0.765174367908897,-0.386139548320545
"158","6",1570001,1580001,16810,0.4602,0.989497,TRUE,TRUE,1.08765576595315,1.06976608118672,0.0972953663406539
"159","6",1580001,1590001,19627,0.5308,0.981236,TRUE,TRUE,1.14635856788764,1.13913492864851,0.187938642009142
"160","6",1590001,1600001,17148,0.453,0.924476,TRUE,TRUE,1.12154691637365,1.18843633790596,0.249064623139586
"161","6",1600001,1610001,17598,0.4665,0.947745,TRUE,TRUE,1.13339324573906,1.17162353990808,0.228509084816325
"162","6",1610001,1620001,16028,0.43,0.936399,TRUE,TRUE,1.0905574713598,1.14149162010235,0.19092026851473
"163","6",1620001,1630001,13709,0.4494,0.747122,TRUE,FALSE,0.902070991260802,1.09966718023851,0.13706695095621
"164","6",1630001,1640001,15211,0.4218,0.941441,TRUE,TRUE,1.04951216346508,1.09249526904995,0.127627032281521
"165","6",1640001,1650001,17670,0.4606,1,TRUE,TRUE,1.14286349042881,1.10956287885075,0.149991427278686
"166","6",1650001,1660001,17183,0.4647,0.969331,TRUE,TRUE,1.10813545887527,1.11744593536372,0.160205032151773
"167","6",1660001,1670001,14853,0.4122,0.970145,TRUE,TRUE,1.04200450918332,1.04970884667073,0.069989229118049
"168","6",1670001,1680001,14852,0.4377,0.956468,TRUE,TRUE,0.998685721054478,1.02254530640007,0.0321647667568889
"169","6",1680001,1690001,16000,0.4292,0.917918,TRUE,TRUE,1.0900816375273,1.16266160624879,0.217431260160032
"170","6",1690001,1700001,12485,0.4246,0.745687,TRUE,FALSE,0.857239493594301,1.0460314458401,0.0649262225940879
"171","6",1700001,1710001,15602,0.4346,0.916458,TRUE,TRUE,1.05379150363757,1.12549895343257,0.170564715274214
"172","6",1710001,1720001,15465,0.4068,0.989281,TRUE,TRUE,1.0945769451508,1.07686244017061,0.106833969883315
"173","6",1720001,1730001,16587,0.4454,0.971161,TRUE,TRUE,1.10023733561381,1.10699086038572,0.146643310890348
"174","6",1730001,1740001,14777,0.4077,0.993099,TRUE,TRUE,1.04416454412643,1.02241423394394,0.0319798265867036
"175","6",1740001,1750001,14340,0.4121,0.973885,TRUE,TRUE,1.00617350224804,1.00897816203479,0.0128949496027881
"176","6",1750001,1760001,13641,0.3811,0.972511,TRUE,TRUE,1.03447461596433,1.03910369788587,0.0553396359173211
"177","6",1760001,1770001,11392,0.3728,0.957755,TRUE,TRUE,0.889334570917915,0.909244593040344,-0.137259653383898
"178","6",1770001,1780001,14260,0.3815,0.964241,TRUE,TRUE,1.07995539458796,1.09571806601077,0.131876633068137
"179","6",1780001,1790001,14290,0.4131,0.970736,TRUE,TRUE,1.00106268945268,1.00773282676631,0.0111131977757637
"180","6",1790001,1800001,15736,0.422,0.940231,TRUE,TRUE,1.08536337877428,1.13133232287534,0.178022775606047
"181","6",1800001,1810001,14178,0.3765,1,TRUE,TRUE,1.09224186574191,1.06041626064998,0.0846306980820742
"182","6",1810001,1820001,14434,0.4066,0.978789,TRUE,TRUE,1.02199623976178,1.0186573878945,0.0266689014552958
"183","6",1820001,1830001,11436,0.3711,0.936193,TRUE,TRUE,0.898521805232909,0.94068863811889,-0.0882108156899709
"184","6",1830001,1840001,12945,0.394,0.953851,TRUE,TRUE,0.942822214992285,0.968111841598487,-0.0467543697026451
"185","6",1840001,1850001,16889,0.4244,0.97845,TRUE,TRUE,1.16003100231171,1.15673053632572,0.210052823664309
"186","6",1850001,1860001,15550,0.428,0.916894,TRUE,TRUE,1.06152773604995,1.13329677032823,0.180525701420896
"187","6",1860001,1870001,17325,0.4381,0.980634,TRUE,TRUE,1.1643109384772,1.15784134379955,0.211437577856364
"188","6",1870001,1880001,14054,0.3873,0.915301,TRUE,TRUE,1.04430666596805,1.11658405062029,0.159091853801748
"189","6",1880001,1890001,19819,0.4243,0.946417,TRUE,TRUE,1.36151874263231,1.40950497446207,0.49518856951465
"190","6",1890001,1900001,13997,0.3783,0.996681,TRUE,TRUE,1.07161974073803,1.04466395792952,0.0630389382915944
"191","6",1900001,1910001,12364,0.3744,0.951221,TRUE,TRUE,0.959596015315631,0.988179695358598,-0.0171546826016445
"192","6",1910001,1920001,14094,0.4139,0.932466,TRUE,TRUE,0.986011555115618,1.03630420188598,0.0514475610668495
"193","6",1920001,1930001,13406,0.4086,0.878274,TRUE,FALSE,0.945833543737843,1.04538586128575,0.0640355522707101
"194","6",1930001,1940001,16014,0.4229,0.973553,TRUE,TRUE,1.10282557394999,1.10634871545778,0.145806187351628
"195","6",1940001,1950001,12874,0.388,0.933325,TRUE,TRUE,0.954550887558143,1.00233919413466,0.0033708028318891
"196","6",1950001,1960001,11093,0.3555,0.97413,TRUE,TRUE,0.933465115442289,0.935786802433155,-0.0957482126290835
"197","6",1960001,1970001,10900,0.3534,0.962803,TRUE,TRUE,0.92685744232527,0.94197720228551,-0.0862359507049704
"198","6",1970001,1980001,13568,0.3565,0.996933,TRUE,TRUE,1.1361983722778,1.10727320222773,0.147011228325667
"199","6",1980001,1990001,14234,0.3988,0.97205,TRUE,TRUE,1.02373951260257,1.02890143848733,0.0411047888247527
"200","6",1990001,2000001,10286,0.3632,0.886537,TRUE,FALSE,0.835189574559677,0.916281682261751,-0.126136916727752
"201","6",2000001,2010001,12954,0.3928,0.927593,TRUE,TRUE,0.946768165050199,1.00012607764955,0.000181880134503981
"202","6",2010001,2020001,8790,0.3906,0.533836,TRUE,FALSE,0.64665345400366,0.939281222410216,-0.0903709269612577
"203","6",2020001,2030001,10862,0.3676,0.842172,TRUE,FALSE,0.865469282230577,0.985907025598028,-0.0204764929424817
"204","6",2030001,2040001,13028,0.3638,0.992728,TRUE,TRUE,1.05504164204906,1.03353908048745,0.047592941409194
"205","6",2040001,2050001,9711,0.3272,0.990589,TRUE,TRUE,0.971022257770567,0.953756838792135,-0.0683065982417658
"206","6",2050001,2060001,14141,0.3942,0.959035,TRUE,TRUE,1.02934235218523,1.05079423007275,0.0714801837453144
"207","6",2060001,2070001,15200,0.381,0.999341,TRUE,TRUE,1.15309261321163,1.12040301315217,0.164017768437455
"208","6",2070001,2080001,13846,0.3975,0.977704,TRUE,TRUE,0.998951743408211,0.99703814728915,-0.00427939081350778
"209","6",2080001,2090001,15422,0.4077,0.97457,TRUE,TRUE,1.08974119236096,1.09186438085577,0.126793671992662
"210","6",2090001,2100001,11376,0.357,0.957764,TRUE,TRUE,0.950352305823316,0.971618011479273,-0.0415388605424713
"211","6",2100001,2110001,13487,0.3864,0.962688,TRUE,TRUE,1.00502568193358,1.02155887044643,0.0307723461698594
"212","6",2110001,2120001,12828,0.3932,0.918959,TRUE,TRUE,0.936462913550413,0.997801527186812,-0.0031752174200038
"213","6",2120001,2130001,14941,0.3946,0.950294,TRUE,TRUE,1.0863437695945,1.11984222930593,0.163295490290809
"214","6",2130001,2140001,15763,0.4481,0.976069,TRUE,TRUE,1.03973144063676,1.03985307974764,0.0563797052003024
"215","6",2140001,2150001,17777,0.4073,0.884019,TRUE,FALSE,1.257047903582,1.38220408063077,0.466970643495399
"216","6",2150001,2160001,14383,0.3921,0.96207,TRUE,TRUE,1.05338338775219,1.07149159284574,0.0996205303622512
"217","6",2160001,2170001,14031,0.4107,0.972136,TRUE,TRUE,0.986633953375645,0.991504300309761,-0.0123090652248559
"218","6",2170001,2180001,14890,0.4254,0.955614,TRUE,TRUE,1.02095235496273,1.0463189845439,0.0653227438064213
"219","6",2180001,2190001,14282,0.4183,0.920563,TRUE,TRUE,0.991332933020044,1.05456998259914,0.0766548373778089
"220","6",2190001,2200001,14427,0.4674,0.927782,TRUE,TRUE,0.928395438965544,0.980533733117951,-0.0283608308495009
"221","6",2200001,2210001,15198,0.3963,0.954084,TRUE,TRUE,1.09989675072964,1.12911173328595,0.175188257662287
"222","6",2210001,2220001,15651,0.4202,0.982561,TRUE,TRUE,1.08282365622389,1.07422956721919,0.103302336058193
"223","6",2220001,2230001,13426,0.384,0.911242,TRUE,TRUE,1.00831806788055,1.08224172172226,0.114022765137077
"224","6",2230001,2240001,9842,0.3901,0.700544,TRUE,FALSE,0.725133709358347,0.91377806700802,-0.130084280266706
"225","6",2240001,2250001,12159,0.406,0.743952,TRUE,FALSE,0.861942308815423,1.05300697814019,0.0745149969475652
"226","6",2250001,2260001,15154,0.4252,0.795498,TRUE,FALSE,1.0394126670627,1.22553095264428,0.29340692211783
"227","6",2260001,2270001,17216,0.3932,0.872018,TRUE,FALSE,1.25679338319956,1.39700238661006,0.482334485419933
"228","6",2270001,2280001,12159,0.3883,0.907354,TRUE,TRUE,0.900708868031404,0.970226762406369,-0.0436061199944551
"229","6",2280001,2290001,11678,0.3705,0.932205,TRUE,TRUE,0.919674753826918,0.966847489146828,-0.048639758447066
"230","6",2290001,2300001,14631,0.4188,0.945967,TRUE,TRUE,1.01468186141711,1.05096536042296,0.071715119186318
"231","6",2300001,2310001,14941,0.4225,0.926175,TRUE,TRUE,1.02964381156681,1.08920732402955,0.123278588472663
"232","6",2310001,2320001,13849,0.419,0.890733,TRUE,FALSE,0.9601189466937,1.04943706616672,0.0696156520502239
"233","6",2320001,2330001,15737,0.4248,0.951678,TRUE,TRUE,1.08015001677047,1.11176704275379,0.152854520549925
"234","6",2330001,2340001,17809,0.4426,0.960727,TRUE,TRUE,1.18816088795857,1.21050112707051,0.275604422598537
